mdb_source_id,data_type,entity_type,location.country_code,location.country_name,location.subdivision_name,location.municipality,provider,name,note,feed_contact_email,static_reference,urls.direct_download,urls.authentication_type,urls.authentication_info,urls.api_key_parameter_name,urls.latest,urls.license,location.bounding_box.minimum_latitude,location.bounding_box.maximum_latitude,location.bounding_box.minimum_longitude,location.bounding_box.maximum_longitude,location.bounding_box.extracted_on,status,features,redirect.id,redirect.comment,region_and_agency,location_and_agency,location&agency_tally
68,gtfs,NA,US,United States,California,NA,Lake Transit Authority (LTA),NA,NA,NA,NA,http://data.trilliumtransit.com/gtfs/laketransit-ca-us/laketransit-ca-us.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-lake-transit-authority-lta-gtfs-68.zip?alt=media,NA,38.542878,39.1896831,-123.2264562,-122.475567,2022-03-14T20:10:32Z,NA,fares-v1|fares-v2,NA,NA,California>Lake Transit Authority (LTA),United States>California>Lake Transit Authority (LTA),1
118,gtfs,NA,US,United States,California,Susanville,Lassen Rural Bus (LRB),NA,NA,NA,NA,http://data.trilliumtransit.com/gtfs/lassen-ca-us/lassen-ca-us.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-lassen-rural-bus-lrb-gtfs-118.zip?alt=media,NA,40.026325,40.7193838449299,-121.230736,-120.103928,2022-03-14T21:12:38Z,NA,fares-v2|fares-v1,NA,NA,California>Lassen Rural Bus (LRB),United States>California>Lassen Rural Bus (LRB),1
36,gtfs,NA,US,United States,California,Lawndale,Lawndale Beat,NA,NA,support+test+cityoflawndale-ca-us@trilliumtransit.com,NA,http://data.trilliumtransit.com/gtfs/cityoflawndale-ca-us/cityoflawndale-ca-us.zip,0,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-lawndale-beat-gtfs-36.zip?alt=media,NA,33.8708620651923,33.9017846932411,-118.369570637078,-118.344004807838,2022-03-14T20:07:40Z,NA,fares-v1,NA,NA,California>Lawndale Beat,United States>California>Lawndale Beat,1
64,gtfs,NA,US,United States,California,Livermore,Livermore Amador Valley Transit Authority,NA,NA,NA,NA,http://webwatch.lavta.org/TMGTFSRealTimeWebService/GTFS-Static/google_transit.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-livermore-amador-valley-transit-authority-gtfs-64.zip?alt=media,NA,37.631448,37.732502,-121.98229,-121.717493,2022-03-14T20:09:22Z,NA,fares-v1,NA,NA,California>Livermore Amador Valley Transit Authority,United States>California>Livermore Amador Valley Transit Authority,1
1198,gtfs,NA,US,United States,California,Long Beach,Long Beach Transit (LBT),NA,NA,NA,NA,https://drive.google.com/uc?export=download&id=1869EVa1z6m_iD6QmvRXyTHtYiaSUBROl,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-long-beach-transit-lbt-gtfs-1198.zip?alt=media,NA,33.742939,34.069347,-118.447726,-118.063516,2023-06-21T17:53:53Z,NA,fares-v1,NA,NA,California>Long Beach Transit (LBT),United States>California>Long Beach Transit (LBT),1
28,gtfs,NA,US,United States,California,Los Angeles,Los Angeles County Department of Public Works (the LINK and shuttles),NA,NA,support+test+dpwlacounty-ca-us@trilliumtransit.com,NA,http://data.trilliumtransit.com/gtfs/dpwlacounty-ca-us/dpwlacounty-ca-us.zip,0,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-los-angeles-county-shuttles-gtfs-28.zip?alt=media,NA,NA,NA,NA,NA,2022-03-16T20:09:33Z,NA,fares-v1|fares-v2,NA,NA,California>Los Angeles County Department of Public Works (the LINK and shuttles),United States>California>Los Angeles County Department of Public Works (the LINK and shuttles),1
29,gtfs,NA,US,United States,California,Los Angeles,Los Angeles County Metropolitan Transportation Authority,Bus,NA,NA,NA,https://gitlab.com/LACMTA/gtfs_bus/raw/master/gtfs_bus.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-los-angeles-county-metropolitan-transportation-authority-gtfs-29.zip?alt=media,http://developer.metro.net/the-basics/policies/terms-and-conditions/,33.706853,34.326157,-118.860915,-117.913475,2022-03-14T20:07:16Z,NA,NA,NA,NA,California>Los Angeles County Metropolitan Transportation Authority,United States>California>Los Angeles County Metropolitan Transportation Authority,1
1210,gtfs,NA,US,United States,California,Los Angeles,"Los Angeles Department of Transportation (LADOT, DASH, Commuter Express)",Bus,NA,NA,NA,https://ladotbus.com/gtfs,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-los-angeles-department-of-transportation-ladot-gtfs-1210.zip?alt=media,https://www.ladottransit.com/dla.html,33.721646,34.323144444,-118.882869444444,-118.131797222222,2022-03-23T23:02:50Z,NA,NA,NA,NA,"California>Los Angeles Department of Transportation (LADOT, DASH, Commuter Express)","United States>California>Los Angeles Department of Transportation (LADOT, DASH, Commuter Express)",1
570,gtfs,NA,US,United States,California,Los Angeles,Lynwood Trolley / Breeze,NA,NA,csinteractive@metro.net,NA,https://raw.githubusercontent.com/LACMTA/los-angeles-regional-gtfs/main/lynwood-ca-us/lynwood-ca-us.zip,0,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-lynwood-trolley-breeze-gtfs-570.zip?alt=media,NA,33.9076946648605,33.9452214237674,-118.239279931577,-118.180320930699,2022-12-19T18:39:40Z,active,fares-v2,NA,NA,California>Lynwood Trolley / Breeze,United States>California>Lynwood Trolley / Breeze,1
572,gtfs,NA,US,United States,California,Madera,Madera County Transit,NA,NA,NA,NA,http://data.trilliumtransit.com/gtfs/maderactc-ca-us/maderactc-ca-us.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-madera-county-transit-gtfs-572.zip?alt=media,NA,36.8516460649093,37.337971,-120.275078,-119.497243593285,2022-03-16T20:09:48Z,NA,NA,NA,NA,California>Madera County Transit,United States>California>Madera County Transit,1
71,gtfs,NA,US,United States,California,San Francisco,Marin Transit,NA,NA,gtfs@marintransit.org,NA,http://www.marintransit.org/data/google_transit.zip,0,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-marin-transit-gtfs-71.zip?alt=media,NA,37.857136,38.124256,-122.851524,-122.4561,2022-03-14T20:10:45Z,NA,fares-v1,NA,NA,California>Marin Transit,United States>California>Marin Transit,1
69,gtfs,NA,US,United States,California,Ukiah,Mendocino Transit Authority,NA,NA,NA,NA,http://data.trilliumtransit.com/gtfs/mendocino-ca-us/mendocino-ca-us.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-mendocino-transit-authority-gtfs-69.zip?alt=media,NA,38.3242,39.45186,-123.816132,-122.713719,2022-03-14T20:10:36Z,NA,fares-v1|fares-v2,NA,NA,California>Mendocino Transit Authority,United States>California>Mendocino Transit Authority,1
86,gtfs,NA,US,United States,California,Merced,Merced County Transit (The Bus),NA,NA,NA,NA,http://data.trilliumtransit.com/gtfs/mercedthebus-ca-us/mercedthebus-ca-us.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-merced-county-transit-the-bus-gtfs-86.zip?alt=media,NA,36.9645033416456,37.5217855174328,-121.020239964565,-120.248,2022-03-14T20:11:42Z,NA,fares-v1|fares-v2,NA,NA,California>Merced County Transit (The Bus),United States>California>Merced County Transit (The Bus),1
96,gtfs,NA,US,United States,California,NA,Metrolink,NA,NA,NA,NA,https://metrolinktrains.com/globalassets/about/gtfs/gtfs.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-metrolink-gtfs-96.zip?alt=media,NA,33.192554,34.696579,-119.205025,-117.205711,2022-03-14T20:12:19Z,NA,fares-v1,NA,NA,California>Metrolink,United States>California>Metrolink,1
51,gtfs,NA,US,United States,California,San Francisco,Mission Bay Transportation Management Association (TMA),NA,NA,NA,NA,http://data.trilliumtransit.com/gtfs/missionbaytma-ca-us/missionbaytma-ca-us.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-mission-bay-transportation-management-association-tma-gtfs-51.zip?alt=media,NA,37.766910305944,37.7919901456108,-122.41602803586,-122.38623989798,2022-03-14T20:08:46Z,NA,fares-v2|fares-v1,NA,NA,California>Mission Bay Transportation Management Association (TMA),United States>California>Mission Bay Transportation Management Association (TMA),1
55,gtfs,NA,US,United States,California,Modesto,Modesto Area Express,NA,NA,NA,NA,https://www.modestoareaexpress.com/preview-gtfs.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-modesto-area-express-gtfs-55.zip?alt=media,NA,37.580162,37.954866,-121.898961218,-120.9133,2022-03-14T20:08:53Z,NA,NA,NA,NA,California>Modesto Area Express,United States>California>Modesto Area Express,1
577,gtfs,NA,US,United States,California,Montebello,Montebello Bus Lines,NA,NA,support+montebello-ca-us@trilliumtransit.com,NA,http://data.trilliumtransit.com/gtfs/montebello-ca-us/montebello-ca-us.zip,0,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-montebello-bus-lines-gtfs-577.zip?alt=media,NA,33.891737,34.1110781039375,-118.266356,-117.994749,2022-03-16T20:09:55Z,inactive,fares-v1,NA,NA,California>Montebello Bus Lines,United States>California>Montebello Bus Lines,1
56,gtfs,NA,US,United States,California,Monterey,Monterey-Salinas Transit (MST),NA,NA,it@mst.org,NA,https://www.mst.org/google/google_transit.zip,0,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-montereysalinas-transit-mst-gtfs-56.zip?alt=media,https://mst.org/about-mst/developer-resources/,35.615187,36.909498,-121.936046,-120.680343,2022-03-14T20:08:57Z,NA,fares-v1,NA,NA,California>Monterey-Salinas Transit (MST),United States>California>Monterey-Salinas Transit (MST),1
578,gtfs,NA,US,United States,California,Moorpark,Moorpark City Transit,NA,NA,NA,NA,http://data.trilliumtransit.com/gtfs/moorparkcitytransit-ca-us/moorparkcitytransit-ca-us.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-moorpark-city-transit-gtfs-578.zip?alt=media,NA,34.26332,34.3020749386964,-118.90097,-118.835209,2022-03-16T20:09:56Z,NA,NA,NA,NA,California>Moorpark City Transit,United States>California>Moorpark City Transit,1
579,gtfs,NA,US,United States,California,Palm Springs,Morongo Basin Transit Authority,NA,NA,NA,NA,http://data.trilliumtransit.com/gtfs/morongobasin-ca-us/morongobasin-ca-us.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-morongo-basin-transit-authority-gtfs-579.zip?alt=media,NA,33.823284,34.266281881282,-116.583611,-116.036545,2022-03-16T20:09:58Z,NA,NA,NA,NA,California>Morongo Basin Transit Authority,United States>California>Morongo Basin Transit Authority,1
45,gtfs,NA,US,United States,California,Morro Bay,Morro Bay Transit,NA,NA,marcy@mjcaction.com,NA,http://mjcaction.com/MJC_GTFS_Public/morrobay_google_transit.zip,0,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-morro-bay-transit-gtfs-45.zip?alt=media,NA,35.3469986712409,35.4033897704827,-120.867305248975,-120.840760767459,2022-03-14T20:08:10Z,inactive,fares-v1,NA,NA,California>Morro Bay Transit,United States>California>Morro Bay Transit,1
107,gtfs,NA,US,United States,California,Big Bear,Mountain Transit,NA,NA,support+test+bigbear-ca-us@trilliumtransit.com,NA,http://data.trilliumtransit.com/gtfs/bigbear-ca-us/bigbear-ca-us.zip,0,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-mountain-transit-gtfs-107.zip?alt=media,NA,34.1005,34.272346961248,-117.326256,-116.790527,2022-03-14T21:11:58Z,NA,NA,NA,NA,California>Mountain Transit,United States>California>Mountain Transit,1
60,gtfs,NA,US,United States,California,Mountain View,Mountain View Transportation Management Association (MVgo),NA,NA,NA,NA,http://data.trilliumtransit.com/gtfs/mountainview-ca-us/mountainview-ca-us.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-mountain-view-transportation-management-association-gtfs-60.zip?alt=media,NA,37.387655512462,37.4314288965063,-122.111591291827,-122.04758367268,2022-03-14T20:09:13Z,NA,fares-v1,NA,NA,California>Mountain View Transportation Management Association (MVgo),United States>California>Mountain View Transportation Management Association (MVgo),1
583,gtfs,NA,US,United States,California,Needles,Needles Area Transit,NA,NA,NA,NA,http://data.trilliumtransit.com/gtfs/needles-ca-us/needles-ca-us.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-needles-area-transit-gtfs-583.zip?alt=media,NA,34.821873,34.851116701061,-114.62423844998,-114.595169,2022-03-16T20:10:03Z,NA,NA,NA,NA,California>Needles Area Transit,United States>California>Needles Area Transit,1
84,gtfs,NA,US,United States,California,Nevada County,Nevada County Connects (Gold Country Stage),NA,NA,support+test+goldcountrystage-ca-us@trilliumtransit.com,NA,http://data.trilliumtransit.com/gtfs/goldcountrystage-ca-us/goldcountrystage-ca-us.zip,0,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-nevada-county-connects-gold-country-stage-gtfs-84.zip?alt=media,http://creativecommons.org/licenses/by/4.0/,38.90302085,39.3707053363352,-121.20505269,-120.990358820743,2022-03-14T20:11:32Z,NA,fares-v1|fares-v2,NA,NA,California>Nevada County Connects (Gold Country Stage),United States>California>Nevada County Connects (Gold Country Stage),1
14,gtfs,NA,US,United States,California,San Diego,North County Transit District (NCTD),NA,NA,NA,NA,http://www.gonctd.com/google_transit.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-north-county-transit-district-nctd-gtfs-14.zip?alt=media,NA,32.716895,33.394164,-117.514206,-116.869776,2022-03-14T20:05:11Z,NA,NA,NA,NA,California>North County Transit District (NCTD),United States>California>North County Transit District (NCTD),1
102,gtfs,NA,US,United States,California,Los Angeles,Norwalk Transit System (NTS),NA,NA,NA,NA,http://data.trilliumtransit.com/gtfs/nts-ca-us/nts-ca-us.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-norwalk-transit-system-nts-gtfs-102.zip?alt=media,NA,33.8654944889,34.0724551769048,-118.133963901,-117.959304257,2022-03-14T20:12:35Z,NA,fares-v1|fares-v2,NA,NA,California>Norwalk Transit System (NTS),United States>California>Norwalk Transit System (NTS),1
97,gtfs,NA,US,United States,California,San Bernardino,OmniTrans,NA,NA,NA,NA,http://www.omnitrans.org/google/google_transit.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-omnitrans-gtfs-97.zip?alt=media,NA,33.975393,34.189763,-117.751245,-117.034458,2022-03-14T20:12:21Z,NA,NA,NA,NA,California>OmniTrans,United States>California>OmniTrans,1
15,gtfs,NA,US,United States,California,Orange County,Orange County Transportation Authority (OCTA),NA,NA,NA,NA,https://www.octa.net/current/google_transit.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-orange-county-transportation-authority-octa-gtfs-15.zip?alt=media,http://www.octa.net/News-and-Resources/Open-Data/Overview/,33.39627,33.93947,-118.11913,-117.57766,2022-03-14T20:06:24Z,NA,NA,NA,NA,California>Orange County Transportation Authority (OCTA),United States>California>Orange County Transportation Authority (OCTA),1
18,gtfs,NA,US,United States,California,NA,Palo Verde Valley Transit Agency,NA,NA,NA,NA,http://data.trilliumtransit.com/gtfs/paloverde_valley-ca-us/paloverde_valley-ca-us.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-palo-verde-valley-transit-agency-gtfs-18.zip?alt=media,NA,33.521321,33.83888769,-116.5437887,-114.517118,2022-03-14T20:06:30Z,NA,fares-v1|fares-v2,NA,NA,California>Palo Verde Valley Transit Agency,United States>California>Palo Verde Valley Transit Agency,1
35,gtfs,NA,US,United States,California,NA,Palos Verdes Peninsula Transit Authority (PVPTA),NA,NA,NA,NA,http://data.trilliumtransit.com/gtfs/pvpta-ca-us/pvpta-ca-us.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-palos-verdes-peninsula-transit-authority-pvpta-gtfs-35.zip?alt=media,NA,33.720604,33.819042,-118.423141,-118.287674940168,2022-03-14T20:07:38Z,NA,fares-v1|fares-v2,NA,NA,California>Palos Verdes Peninsula Transit Authority (PVPTA),United States>California>Palos Verdes Peninsula Transit Authority (PVPTA),1
41,gtfs,NA,US,United States,California,Pasadena,Pasadena Transit,NA,NA,NA,NA,http://rt.pasadenatransit.net/rtt/public/utility/gtfs.aspx,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-pasadena-transit-gtfs-41.zip?alt=media,https://www.cityofpasadena.net/pasadena-transit/real-time-applications/,34.127464,34.197933,-118.185589,-118.068852,2022-03-14T20:07:56Z,NA,NA,NA,NA,California>Pasadena Transit,United States>California>Pasadena Transit,1
72,gtfs,NA,US,United States,California,Petaluma,Petaluma Transit,NA,NA,NA,NA,http://data.trilliumtransit.com/gtfs/petalumatransit-petaluma-ca-us/petalumatransit-petaluma-ca-us.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-petaluma-transit-gtfs-72.zip?alt=media,NA,38.217522404908,38.276555,-122.669474,-122.585068,2022-03-14T20:10:49Z,NA,fares-v1,NA,NA,California>Petaluma Transit,United States>California>Petaluma Transit,1
77,gtfs,NA,US,United States,California,Sacremento,Placer County Transit,NA,NA,NA,NA,http://data.trilliumtransit.com/gtfs/placercounty-ca-us/placercounty-ca-us.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-placer-county-transit-gtfs-77.zip?alt=media,NA,38.5727195121879,39.2071204380246,-121.503338951854,-120.810972099331,2022-03-14T20:11:07Z,NA,fares-v1|fares-v2,NA,NA,California>Placer County Transit,United States>California>Placer County Transit,1
799,gtfs,NA,US,United States,California,Los Angeles,Playa Vista Shuttle,NA,NA,NA,NA,http://data.trilliumtransit.com/gtfs/playavistashuttle-ca-us/playavistashuttle-ca-us.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-playa-vista-shuttle-gtfs-799.zip?alt=media,NA,33.9667191271915,33.9852910271979,-118.465265246182,-118.396746861953,2022-03-17T15:20:31Z,inactive,fares-v1,NA,NA,California>Playa Vista Shuttle,United States>California>Playa Vista Shuttle,1
119,gtfs,NA,US,United States,California,Chico,Plumas Transit,NA,NA,NA,NA,http://data.trilliumtransit.com/gtfs/plumas-ca-us/plumas-ca-us.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-plumas-transit-gtfs-119.zip?alt=media,NA,39.766285,40.3123914556704,-121.240784,-120.460815,2022-03-14T21:12:40Z,inactive,fares-v1,NA,NA,California>Plumas Transit,United States>California>Plumas Transit,1
48,gtfs,NA,US,United States,California,Tulare,Porterville Transit,NA,NA,support+test+tcrta-ca-us@trilliumtransit.com,NA,http://data.trilliumtransit.com/gtfs/porterville-ca-us/porterville-ca-us.zip,0,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-porterville-transit-gtfs-48.zip?alt=media,NA,36.027009,36.098346,-119.079056,-118.77602944931,2022-03-14T20:08:20Z,NA,fares-v1|fares-v2,NA,NA,California>Porterville Transit,United States>California>Porterville Transit,1
114,gtfs,NA,US,United States,California,Redding,Redding Area Bus Authority (RABA),NA,NA,NA,NA,http://data.trilliumtransit.com/gtfs/redding-ca-us/redding-ca-us.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-redding-area-bus-authority-raba-gtfs-114.zip?alt=media,NA,40.432539731191,40.888921,-122.570969723353,-121.65358,2022-03-14T21:12:30Z,deprecated,fares-v2|fares-v1,1972,NA,California>Redding Area Bus Authority (RABA),United States>California>Redding Area Bus Authority (RABA),2
1972,gtfs,NA,US,United States,California,Redding,Redding Area Bus Authority (RABA),NA,NA,otpdtsupport@arcadis.com,NA,https://hosted-gtfs-feeds.s3.amazonaws.com/RABA/gtfs.zip,0,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-redding-area-bus-authority-raba-gtfs-1972.zip?alt=media,NA,40.43254,40.888921,-122.572093,-121.65358,2024-01-10T21:48:23Z,active,NA,NA,NA,California>Redding Area Bus Authority (RABA),United States>California>Redding Area Bus Authority (RABA),2
20,gtfs,NA,US,United States,California,Crescent City,Redwood Coast Transit (RCT),NA,NA,support+test+delnorte-ca-us@trilliumtransit.com,NA,http://data.trilliumtransit.com/gtfs/delnorte-ca-us/delnorte-ca-us.zip,0,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-redwood-coast-transit-rct-gtfs-20.zip?alt=media,NA,40.868565,41.957411,-124.216937405798,-123.96551954304,2022-03-14T20:06:37Z,NA,fares-v1|fares-v2,NA,NA,California>Redwood Coast Transit (RCT),United States>California>Redwood Coast Transit (RCT),1
110,gtfs,NA,US,United States,California,NA,Regional Transportation Commission of Southern Nevada (RTC),NA,NA,NA,NA,http://rtcws.rtcsnv.com/g/google_transit.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-regional-transportation-commission-of-southern-nevada-rtc-gtfs-110.zip?alt=media,https://www.rtcsnv.com/ways-to-travel/transit-services/for-developers/,35.960432,36.314247,-115.331538,-114.825897,2022-03-14T21:12:17Z,NA,NA,NA,NA,California>Regional Transportation Commission of Southern Nevada (RTC),United States>California>Regional Transportation Commission of Southern Nevada (RTC),1
311,gtfs,NA,US,United States,California,Ridgecrest,Ridgerunner,NA,NA,support+test+cityofridgecrest-ca-us@trilliumtransit.com,NA,http://data.trilliumtransit.com/gtfs/cityofridgecrest-ca-us/cityofridgecrest-ca-us.zip,0,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-ridgerunner-gtfs-311.zip?alt=media,NA,35.5659778499683,35.6518073226256,-117.816944,-117.652284,2022-03-15T21:14:30Z,inactive,fares-v1|fares-v2,NA,NA,California>Ridgerunner,United States>California>Ridgerunner,1
81,gtfs,NA,US,United States,California,Rio Vista,Rio Vista Delta Breeze,NA,NA,NA,NA,http://data.trilliumtransit.com/gtfs/riovista-ca-us/riovista-ca-us.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-rio-vista-delta-breeze-gtfs-81.zip?alt=media,NA,37.997593,38.2629,-122.0839,-121.612557023764,2022-03-14T20:11:24Z,NA,fares-v1,NA,NA,California>Rio Vista Delta Breeze,United States>California>Rio Vista Delta Breeze,1
98,gtfs,NA,US,United States,California,Riverside,Riverside Transit Agency,NA,NA,NA,NA,http://www.riversidetransit.com/google_transit.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-riverside-transit-agency-gtfs-98.zip?alt=media,NA,33.452304,34.10009,-117.915548,-116.875799,2022-03-14T20:12:24Z,NA,NA,NA,NA,California>Riverside Transit Agency,United States>California>Riverside Transit Agency,1
806,gtfs,NA,US,United States,California,Rosemead,Rosemead Explorer,NA,NA,csinteractive@metro.net,NA,https://raw.githubusercontent.com/LACMTA/los-angeles-regional-gtfs/main/rosemead-ca-us/rosemead-ca-us.zip,0,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-rosemead-explorer-gtfs-806.zip?alt=media,NA,34.036944,34.083874,-118.103673,-118.065028,2022-12-19T18:40:18Z,active,fares-v2,NA,NA,California>Rosemead Explorer,United States>California>Rosemead Explorer,1
1067,gtfs,NA,US,United States,California,Sacramento,Roseville Transit,NA,NA,NA,NA,https://iportal.sacrt.com/gtfs/Roseville/google_transit.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-roseville-transit-gtfs-1067.zip?alt=media,http://www.sacrt.com/gtfs.stm,38.572646,38.80784,-121.502812,-121.226197,2022-04-25T22:55:36Z,NA,NA,NA,NA,California>Roseville Transit,United States>California>Roseville Transit,1
1296,gtfs,NA,US,United States,California,Sacramento,Sacramento Regional Transit (SacRT),NA,NA,NA,NA,http://iportal.sacrt.com/GTFS/SRTD/google_transit.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-sacramento-regional-transit-gtfs-1296.zip?alt=media,NA,38.453234,38.722658,-121.764449,-121.092322,2022-03-24T00:26:10Z,NA,NA,NA,NA,California>Sacramento Regional Transit (SacRT),United States>California>Sacramento Regional Transit (SacRT),1
113,gtfs,NA,US,United States,California,Modoc County,Sage Stage,NA,NA,NA,NA,http://data.trilliumtransit.com/gtfs/sagestage-ca-us/sagestage-ca-us.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-sage-stage-gtfs-113.zip?alt=media,http://sagestage.com/gtfs-data/,39.505241027309,42.225403,-122.39204,-119.775224,2022-03-14T21:12:28Z,NA,NA,NA,NA,California>Sage Stage,United States>California>Sage Stage,1
58,gtfs,NA,US,United States,California,Hollister,San Benito County Express (SBCE),NA,NA,NA,NA,http://data.trilliumtransit.com/gtfs/sanbenitocounty-ca-us/sanbenitocounty-ca-us.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-san-benito-county-express-sbce-gtfs-58.zip?alt=media,NA,36.828106,37.004068,-121.570689082146,-121.366669,2022-03-14T20:09:05Z,NA,fares-v1|fares-v2,NA,NA,California>San Benito County Express (SBCE),United States>California>San Benito County Express (SBCE),1
13,gtfs,NA,US,United States,California,San Diego,"San Diego International Airport, Metropolitan Transit System (MTS)",NA,NA,NA,NA,https://www.sdmts.com/google_transit_files/google_transit.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-san-diego-international-airport-metropolitan-transit-system-mts-gtfs-13.zip?alt=media,https://www.sdmts.com/business-center-developers/terms-and-conditions,32.542819141808,33.256886800725,-117.277923661848,-116.184457875596,2022-03-14T20:05:04Z,NA,fares-v1|fares-v2|pathways,NA,NA,"California>San Diego International Airport, Metropolitan Transit System (MTS)","United States>California>San Diego International Airport, Metropolitan Transit System (MTS)",1
62,gtfs,NA,US,United States,California,San Francisco,San Francisco Bay Area Water Emergency Transportation Authority (WETA),NA,NA,support+test+sfbayferry-ca-us@trilliumtransit.com,NA,http://data.trilliumtransit.com/gtfs/sfbayferry-ca-us/sfbayferry-ca-us.zip,0,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-san-francisco-bay-area-water-emergency-transportation-authority-gtfs-62.zip?alt=media,http://assets.511.org/pdf/nextgen/developers/511_Data_Agreement_Final.pdf,37.662676,38.10127,-122.41209,-122.25692,2022-03-14T20:09:17Z,NA,fares-v1|pathways,NA,NA,California>San Francisco Bay Area Water Emergency Transportation Authority (WETA),United States>California>San Francisco Bay Area Water Emergency Transportation Authority (WETA),1
50,gtfs,NA,US,United States,California,San Francisco,"San Francisco Municipal Transportation Agency (SFMTA, Muni)",NA,NA,NA,NA,https://gtfs.sfmta.com/transitdata/google_transit.zip,NA,NA,NA,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-san-francisco-municipal-transportation-agency-sfmta-gtfs-50.zip?alt=media,http://www.sfmta.com/about-sfmta/reports/gtfs-transit-data,37.702085,37.829848,-122.510792,-122.365593,2022-03-14T20:08:44Z,NA,fares-v1,NA,NA,"California>San Francisco Municipal Transportation Agency (SFMTA, Muni)","United States>California>San Francisco Municipal Transportation Agency (SFMTA, Muni)",1
